,Name,Year,Genre,Publisher,Platform,Platform_Company,Device_Type,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Total_Sales
9928,Spider-Man: Web of Shadows,2008,Action,Activision,DS,Nintendo,HHC,90000,0,0,10000,100000
9929,ModNation Racers,2010,Racing,Sony Computer Entertainment,PSP,Sony,HHC,110000,270000,20000,140000,540000
9930,Mario Bros.,1983,Platform,Nintendo,NES,Nintendo,Console,510000,120000,1630000,20000,2280000
9931,I'm A Celebrity: Get Me Out of Here!,2009,Misc,Mindscape,DS,Nintendo,HHC,0,40000,0,0,40000
9932,Hanayori Danshi: Koi Seyo Onago,2008,Adventure,Konami Digital Entertainment,DS,Nintendo,HHC,0,0,40000,0,40000
9933,Advance Wars: Days of Ruin,2008,Strategy,Nintendo,DS,Nintendo,HHC,440000,130000,0,60000,630000
9934,Epic Mickey 2: The Power of Two,2012,Action,Disney Interactive Studios,PS3,Sony,Console,210000,200000,0,80000,490000
9935,Secrets of the Titanic,2012,Action,Avanquest Software,DS,Nintendo,HHC,0,20000,0,0,20000
9936,Midway Arcade Treasures,2003,Misc,Midway Games,GC,Nintendo,Console,130000,30000,0,0,160000
9937,World Stadium 2,1998,Sports,Namco Bandai Games,PS,Sony,Console,0,0,420000,30000,450000
9938,Double Pack: Finding Nemo / The Incredibles,2006,Action,THQ,XB,Microsoft,Console,310000,90000,0,10000,410000
9939,The Lord of the Rings: The Battle for Middle-Earth II,2006,Strategy,Electronic Arts,X360,Microsoft,Console,0,50000,0,10000,60000
9940,Dark Cloud 2,2002,RPG,Sony Computer Entertainment,PS2,Sony,Console,380000,250000,260000,70000,960000
9941,Sword of the Samurai,1989,Action,MicroProse,PS2,Sony,Console,0,0,170000,0,170000
9942,Wonder Project J2: Koruro no Mori no Josette,1996,Simulation,Enix Corporation,N64,Nintendo,Console,0,0,120000,40000,160000
9943,Ener-G: Dance Squad,2008,Sports,Ubisoft,DS,Nintendo,HHC,150000,0,0,10000,160000
9944,World Soccer Winning Eleven 8 International,2004,Sports,Konami Digital Entertainment,XB,Microsoft,Console,70000,20000,0,0,90000
9945,Space Hulk: Vengeance of the Blood Angels,1995,Shooter,Electronic Arts,PS,Sony,Console,40000,30000,0,0,70000
9946,Endgame,2002,Shooter,Empire Interactive,PS2,Sony,Console,40000,30000,0,10000,80000
9947,Turn It Around,2006,Action,505 Games,DS,Nintendo,HHC,30000,0,0,0,30000
9948,The Lord of the Rings: The Two Towers,2002,Action,Electronic Arts,PS2,Sony,Console,1940000,1950000,80000,700000,4670000
9949,Growlanser: Heritage of War,2006,RPG,Rising Star Games,PS2,Sony,Console,110000,80000,0,30000,220000
9950,Sidewinder Max,2000,Simulation,Asmik Ace Entertainment,PS2,Sony,Console,0,0,90000,0,90000
9951,Rayman 2: Revolution,2000,Platform,Ubisoft,PS2,Sony,Console,150000,110000,0,40000,300000
9952,Ratchet & Clank,2002,Platform,Sony Computer Entertainment,PS2,Sony,Console,1440000,1010000,570000,300000,3320000
9953,Sim Theme Park,1998,Strategy,Electronic Arts,PC,PC,PC,2040000,40000,0,0,2080000
9954,Medal of Honor European Assault,2005,Shooter,Electronic Arts,GC,Nintendo,Console,190000,50000,0,10000,250000
9956,Minute to Win It,2011,Misc,Zoo Games,X360,Microsoft,Console,300000,0,0,20000,320000
9957,Evil Zone,1998,Fighting,Titus,PS,Sony,Console,140000,100000,0,20000,260000
9958,Lumines: Puzzle Fusion,2004,Puzzle,Ubisoft,PSP,Sony,HHC,520000,350000,0,230000,1100000
9959,BloodRayne 2,2004,Shooter,THQ,XB,Microsoft,Console,110000,30000,0,10000,150000
9960,Family Feud Decades,2010,Misc,Ubisoft,Wii,Nintendo,Console,160000,0,0,10000,170000
9961,UEFA Euro 2016,2016,Sports,Konami Digital Entertainment,PS4,Sony,Console,0,210000,30000,30000,270000
9962,James Pond: Codename Robocod,2005,Platform,Play It,GBA,Nintendo,HHC,20000,10000,0,0,30000
9963,Pro Angler Moves,2012,Sports,"Interworks Unlimited, Inc.",PS3,Sony,Console,10000,0,0,0,10000
9964,Way of the Samurai 2,2003,Action,Capcom,PS2,Sony,Console,50000,40000,230000,10000,330000
9965,TouchMaster,2007,Puzzle,Midway Games,DS,Nintendo,HHC,490000,1270000,0,250000,2010000
9966,Obscure,2004,Adventure,MC2 Entertainment,XB,Microsoft,Console,30000,10000,0,0,40000
9967,Tropico 4,2011,Simulation,Kalypso Media,X360,Microsoft,Console,200000,130000,0,30000,360000
9968,Skylanders: Spyro's Adventure,2011,Action,Activision,X360,Microsoft,Console,530000,350000,0,100000,980000
9969,Defender,1980,Misc,Atari,2600,Atari,Console,990000,50000,0,10000,1050000
9970,The Bible Game,2005,Misc,Crave Entertainment,XB,Microsoft,Console,30000,10000,0,0,40000
9971,Mass Effect,2008,RPG,Electronic Arts,PC,PC,PC,0,590000,0,90000,680000
9972,Saw II: Flesh & Blood,2010,Action,Konami Digital Entertainment,X360,Microsoft,Console,100000,40000,0,10000,150000
9973,Mario Bros.,1982,Platform,Atari,2600,Atari,Console,1480000,90000,0,20000,1590000
9974,Barnstorming,1981,Action,Activision,2600,Atari,Console,400000,20000,0,0,420000
9975,Super Mario World 2: Yoshi's Island,1995,Platform,Nintendo,SNES,Nintendo,Console,1650000,610000,1760000,90000,4110000
9976,Guinness World Records: The Videogame,2008,Action,Warner Bros. Interactive Entertainment,Wii,Nintendo,Console,460000,470000,0,110000,1040000
9977,Greg Hastings' Tournament Paintball Max'd,2006,Shooter,Activision,PS2,Sony,Console,10000,0,0,0,10000
9978,Hakuoki Zuisouroku Omokage Hana,2015,Action,Idea Factory,PSV,Sony,HHC,0,0,30000,0,30000
9979,Red Dead Redemption,2010,Action,Take-Two Interactive,X360,Microsoft,Console,3700000,1970000,90000,570000,6330000
9980,Haunted Casino,1996,Adventure,Societa,SAT,SEGA,Console,0,0,40000,0,40000
9981,Generator Rex: Agent of Providence,2011,Action,Activision,Wii,Nintendo,Console,70000,10000,0,10000,90000
9982,SOCOM 3: U.S. Navy SEALs,2005,Shooter,Sony Computer Entertainment,PS2,Sony,Console,1220000,340000,40000,100000,1700000
9983,Transformer: Rise of the Dark Spark (3DS),2014,RPG,Activision,3DS,Nintendo,HHC,50000,10000,0,10000,70000
9984,Guilty Gear X2,2002,Fighting,Sammy Corporation,PS2,Sony,Console,90000,70000,160000,20000,340000
9985,Attack on Titan (KOEI),2016,Action,Tecmo Koei,PS4,Sony,Console,20000,60000,110000,20000,210000
9986,Dragon Valor,1999,RPG,Sony Computer Entertainment,PS,Sony,Console,40000,30000,0,0,70000
9987,Saint Seiya: Soldiers' Soul,2015,Fighting,Namco Bandai Games,PS4,Sony,Console,0,90000,40000,20000,150000
9988,Taiko Drum Master: Don and Katsu's Space-Time Great Adventure,2014,Action,Namco Bandai Games,3DS,Nintendo,HHC,0,0,310000,0,310000
9989,Gokuhou!! Mecha Mote Iinchou: MM Town de Miracle Change!,2009,Simulation,Konami Digital Entertainment,DS,Nintendo,HHC,0,0,100000,0,100000
9990,Cabela's Alaskan Adventure,2006,Sports,Activision,X360,Microsoft,Console,120000,0,0,10000,130000
9991,Lunar: Silver Star Story Complete,1998,RPG,Kadokawa Shoten,PS,Sony,Console,270000,180000,60000,40000,550000
9992,Star Wars Jedi Knight II: Jedi Outcast,2002,Shooter,LucasArts,XB,Microsoft,Console,230000,70000,0,10000,310000
9993,Power Pro Kun Pocket 5,2003,Sports,Konami Digital Entertainment,GBA,Nintendo,HHC,0,0,250000,10000,260000
9994,Nickelodeon Team Umizoomi,2011,Action,Take-Two Interactive,DS,Nintendo,HHC,450000,0,0,30000,480000
9995,Dai-2-Ji Super Robot Taisen OG,2012,Strategy,Namco Bandai Games,PS3,Sony,Console,0,0,300000,0,300000
9996,Nora to Koku no Koubou: Kiri no Mori no Majo,2011,RPG,Atlus,DS,Nintendo,HHC,0,0,50000,0,50000
9997,Midnight Club 3: DUB Edition,2005,Racing,Take-Two Interactive,XB,Microsoft,Console,610000,100000,0,30000,740000
9998,Need for Speed Carbon,2006,Racing,Electronic Arts,PC,PC,PC,0,40000,0,10000,50000
9999,Heroes of Ruin,2012,RPG,Nintendo,3DS,Nintendo,HHC,130000,70000,0,20000,220000
10000,Resident Evil 4,2005,Action,Capcom,GC,Nintendo,Console,980000,420000,220000,60000,1680000
10001,Heart of Darkness,1998,Platform,Ocean,PS,Sony,Console,180000,120000,0,20000,320000
10002,Iron Man 2,2010,Action,Sega,PSP,Sony,HHC,180000,120000,0,70000,370000
10003,Crash Bandicoot: The Wrath of Cortex,2001,Platform,Universal Interactive,PS2,Sony,Console,2069999,2290000,240000,820000,5419999
10004,Spider-Man: Edge of Time,2011,Action,Activision,PS3,Sony,Console,130000,70000,0,30000,230000
10005,GT Legends,2005,Racing,Atari,PC,PC,PC,0,20000,0,0,20000
10006,Super Smash Bros. Melee,2001,Fighting,Nintendo,GC,Nintendo,Console,4410000,1040000,1390000,220000,7060000
10007,New Carnival Games,2010,Misc,Take-Two Interactive,Wii,Nintendo,Console,350000,210000,0,50000,610000
10008,Viewtiful Joe: Red Hot Rumble,2005,Action,Capcom,GC,Nintendo,Console,40000,10000,0,0,50000
10009,7 Wonders: Treasures of Seven,2011,Puzzle,Avanquest,DS,Nintendo,HHC,20000,30000,0,10000,60000
10010,Katekyoo Hitman Reborn! Kizuna no Tag Battle,2010,Fighting,Marvelous Interactive,PSP,Sony,HHC,0,0,30000,0,30000
10011,Star Wars: The Force Unleashed II,2010,Action,LucasArts,Wii,Nintendo,Console,540000,190000,0,60000,790000
10012,Star Wars: Knights of the Old Republic,2003,RPG,Activision,XB,Microsoft,Console,1680000,440000,0,80000,2200000
10013,RoadKill,2003,Action,Midway Games,PS2,Sony,Console,80000,70000,0,20000,170000
10014,Mass Effect,2007,RPG,Microsoft Game Studios,X360,Microsoft,Console,1830000,800000,30000,270000,2930000
10015,LEGO Soccer Mania,2002,Sports,Electronic Arts,PS2,Sony,Console,40000,30000,0,10000,80000
10016,The Sims 2: Seasons,2007,Simulation,Electronic Arts,PC,PC,PC,10000,40000,0,10000,60000
10017,DuckTales: Remastered,2013,Action,Capcom,PS3,Sony,Console,10000,40000,0,10000,60000
10018,FaceBreaker,2008,Fighting,Electronic Arts,PS3,Sony,Console,130000,30000,0,20000,180000
10019,Scripps Spelling Bee,2010,Simulation,THQ,DS,Nintendo,HHC,150000,0,0,10000,160000
10020,Warriors Orochi 3,2011,Action,Ubisoft Annecy,X360,Microsoft,Console,90000,30000,30000,10000,160000
10021,My SAT Coach with The Princeton Review,2008,Misc,Ubisoft,DS,Nintendo,HHC,100000,0,0,10000,110000
10022,The Cheetah Girls,2006,Misc,Disney Interactive Studios,GBA,Nintendo,HHC,10000,0,0,0,10000
10023,Grey's Anatomy: The Video Game,2009,Adventure,Ubisoft,PC,PC,PC,0,20000,0,0,20000
10024,Boktai: The Sun is in Your Hand,2003,RPG,Konami Digital Entertainment,GBA,Nintendo,HHC,100000,40000,0,0,140000
10025,Top Spin 3,2008,Action,D3Publisher,DS,Nintendo,HHC,110000,20000,0,10000,140000
10026,The Sims 4: Luxury Party Stuff,2015,Simulation,Electronic Arts,PC,PC,PC,0,10000,0,0,10000
10027,Angel Blade: Neo Tokyo Guardians,1997,RPG,On Demand,PS,Sony,Console,120000,80000,0,10000,210000
10028,Resident Evil Director's Cut: Dual Shock Edition,1997,Action,Capcom,PS,Sony,Console,0,0,160000,10000,170000
10029,The House of the Dead: Overkill,2009,Shooter,Sega,Wii,Nintendo,Console,460000,310000,20000,90000,880000
10030,Tecmo's Deception,1996,RPG,Sunsoft,PS,Sony,Console,40000,30000,0,0,70000
10031,Handball 16,2015,Sports,Bigben Interactive,X360,Microsoft,Console,0,10000,0,0,10000
10032,Strikers 1945,1998,Shooter,Midas Interactive Entertainment,PS,Sony,Console,70000,50000,0,10000,130000
10033,Cabela's African Safari,2006,Sports,Activision Value,X360,Microsoft,Console,130000,0,0,10000,140000
10034,ESPN X-Games Pro Boarder,1997,Sports,Sony Computer Entertainment,PS,Sony,Console,180000,120000,0,20000,320000
10035,FIFA Soccer 2003,2002,Sports,Electronic Arts,GC,Nintendo,Console,60000,20000,0,0,80000
10036,Halo: The Master Chief Collection,2014,Shooter,Microsoft Game Studios,XOne,Microsoft,Console,1890000,990000,30000,240000,3150000
10037,Saints Row: Gat out of Hell,2015,Action,Deep Silver,PS4,Sony,Console,0,40000,0,10000,50000
10038,Kameo: Elements of Power,2005,Action,Microsoft Game Studios,X360,Microsoft,Console,280000,30000,0,30000,340000
10039,FIFA Soccer 11,2010,Sports,Electronic Arts,PS3,Sony,Console,600000,3290000,60000,1130000,5080000
10040,Rune: Viking Warlord,2001,Action,Take-Two Interactive,PS2,Sony,Console,130000,100000,0,30000,260000
10041,Monotaro Dentetsu 2010: Sengoku Ishin no Hero Daishuugou! no Maki,2009,Misc,Hudson Soft,Wii,Nintendo,Console,0,0,410000,0,410000
10042,Hitman 2: Silent Assassin,2003,Action,Eidos Interactive,GC,Nintendo,Console,100000,30000,0,0,130000
10043,Bomberman World,1998,Puzzle,Sony Computer Entertainment,PS,Sony,Console,60000,40000,220000,20000,340000
10044,Kidz Bop Dance Party! The Video Game,2010,Misc,D3Publisher,Wii,Nintendo,Console,210000,0,0,10000,220000
10045,Again,2009,Adventure,Ackkstudios,DS,Nintendo,HHC,70000,0,0,0,70000
10046,Famicom Mini: Clu Clu Land,2004,Puzzle,Nintendo,GBA,Nintendo,HHC,0,0,40000,0,40000
10047,LEGO The Hobbit,2014,Action,Warner Bros. Interactive Entertainment,PS4,Sony,Console,120000,370000,0,100000,590000
10048,Winning Post 7 2010,2010,Sports,Tecmo Koei,PSP,Sony,HHC,0,0,50000,0,50000
10049,Dream Girl Premier,2015,Misc,Alchemist,3DS,Nintendo,HHC,0,0,30000,0,30000
10050,Freshly-Picked: Tingle's Rosy Rupeeland,2006,RPG,Nintendo,DS,Nintendo,HHC,0,10000,240000,0,250000
10051,Jake Hunter: Detective Chronicles,2008,Adventure,Aksys Games,DS,Nintendo,HHC,20000,0,0,0,20000
10052,NBA 2K16,2015,Sports,Take-Two Interactive,X360,Microsoft,Console,770000,100000,0,100000,970000
10053,Harry Potter: Quidditch World Cup,2003,Sports,Electronic Arts,GBA,Nintendo,HHC,280000,100000,0,10000,390000
10054,Mucha Lucha! Mascaritas of the Lost Code,2003,Fighting,Ubisoft,GBA,Nintendo,HHC,50000,20000,0,0,70000
10055,FIFA 14,2013,Sports,Electronic Arts,PSP,Sony,HHC,0,160000,0,70000,230000
10056,Ridge Racer 7,2006,Racing,Namco Bandai Games,PS3,Sony,Console,240000,700000,160000,260000,1360000
10057,X-Men: The Official Game,2006,Action,Activision,X360,Microsoft,Console,160000,10000,0,10000,180000
10058,Xenoblade Chronicles,2015,RPG,Nintendo,3DS,Nintendo,HHC,260000,140000,120000,40000,560000
10059,Winx Club: Rockstars,2010,Adventure,Namco Bandai Games,DS,Nintendo,HHC,0,30000,0,0,30000
10060,NightCaster,2002,Action,Microsoft Game Studios,XB,Microsoft,Console,100000,30000,0,0,130000
10061,Banjo-Tooie,2000,Platform,Nintendo,N64,Nintendo,Console,820000,360000,250000,60000,1490000
10062,Odin Sphere: Leifthrasir,2016,RPG,Nippon Ichi Software,PS3,Sony,Console,10000,20000,30000,10000,70000
10063,McDROID,2011,Strategy,Namco Bandai Games,PSP,Sony,HHC,0,0,50000,0,50000
10064,Tennis,1984,Sports,Nintendo,NES,Nintendo,Console,480000,110000,1560000,20000,2170000
10065,Hakuoki: Reimeiroku - Omouhase Kara,2015,Action,Idea Factory,PSV,Sony,HHC,0,0,10000,0,10000
10066,7th Dragon 2020-II,2013,RPG,Sega,PSP,Sony,HHC,0,0,130000,0,130000
10067,Wacky Races: Crash & Dash,2008,Racing,Eidos Interactive,Wii,Nintendo,Console,270000,10000,0,20000,300000
10068,Dinotopia: The Sunstone Odyssey,2003,Action,TDK Mediactive,XB,Microsoft,Console,10000,0,0,0,10000
10069,Harry Potter and the Sorcerer's Stone,2001,Action,Electronic Arts,PS,Sony,Console,1370000,2000000,140000,220000,3730000
10070,Diablo,1997,RPG,Electronic Arts,PS,Sony,Console,290000,190000,70000,40000,590000
10071,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,2011,Action,THQ,DS,Nintendo,HHC,70000,30000,0,10000,110000
10072,Earth Defense Force 2: Invaders from Planet Space,2011,Action,D3Publisher,PSP,Sony,HHC,0,0,140000,0,140000
10073,Virtual Villagers: A New Home,2010,Simulation,PQube,DS,Nintendo,HHC,40000,10000,0,0,50000
10074,Smuggler's Run,2000,Racing,Take-Two Interactive,PS2,Sony,Console,770000,600000,0,200000,1570000
10075,NASCAR 2011: The Game,2011,Racing,Activision,Wii,Nintendo,Console,220000,0,0,10000,230000
10076,Pop Cutie! Street Fashion Simulation,2008,Simulation,Tecmo Koei,DS,Nintendo,HHC,60000,0,0,0,60000
10077,Need for Speed: ProStreet,2007,Racing,Electronic Arts,PS3,Sony,Console,730000,920000,40000,370000,2060000
10078,Project Gotham Racing,2001,Racing,Microsoft Game Studios,XB,Microsoft,Console,1370000,610000,50000,90000,2120000
10079,Donkey Kong GB: Dinky Kong & Dixie Kong,2000,Platform,Nintendo,GB,Nintendo,HHC,0,0,280000,0,280000
10080,Dead Island: Riptide,2013,Action,Deep Silver,PS3,Sony,Console,260000,200000,70000,90000,620000
10081,Sega Arcade Gallery,2003,Misc,THQ,GBA,Nintendo,HHC,30000,10000,0,0,40000
10082,Backyard Baseball,2004,Sports,Atari,PS2,Sony,Console,240000,190000,0,60000,490000
10083,Bubble Bobble Double Shot,2007,Puzzle,Rising Star Games,DS,Nintendo,HHC,30000,0,0,0,30000
10084,Harvest Moon DS Cute (jp sales),2005,Simulation,Marvelous Interactive,DS,Nintendo,HHC,0,0,100000,0,100000
10085,Destrega,1998,Fighting,Sony Computer Entertainment,PS,Sony,Console,40000,30000,0,0,70000
10086,LEGO Marvel's Avengers,2016,Action,Warner Bros. Interactive Entertainment,XOne,Microsoft,Console,180000,110000,0,30000,320000
10087,Guitar Freaks V3 & DrumMania V3,2007,Simulation,Konami Digital Entertainment,PS2,Sony,Console,0,0,20000,0,20000
10088,Lego Batman 3: Beyond Gotham,2014,Action,Warner Bros. Interactive Entertainment,3DS,Nintendo,HHC,210000,210000,0,40000,460000
10089,Derby Tsuku 5: Derby Uma o Tsukurou!,2006,Sports,Sega,PS2,Sony,Console,0,0,40000,0,40000
10090,Rugby Challenge 3,2016,Sports,Alternative Software,PS4,Sony,Console,0,30000,0,10000,40000
10091,The Game of Life / Yahtzee / Payday,2005,Misc,Zoo Digital Publishing,GBA,Nintendo,HHC,130000,50000,0,0,180000
10092,High School Musical 3: Senior Year DANCE!,2008,Misc,Disney Interactive Studios,Wii,Nintendo,Console,680000,490000,0,130000,1300000
10093,Lost Kingdoms II,2003,RPG,Activision,GC,Nintendo,Console,40000,10000,0,0,50000
10094,The Sims 4,2014,Simulation,Electronic Arts,PC,PC,PC,960000,1720000,0,290000,2970000
10095,1001 Touch Games,2011,Action,Avanquest,DS,Nintendo,HHC,120000,170000,0,40000,330000
10096,Deep Labyrinth,2006,Action,505 Games,DS,Nintendo,HHC,60000,0,0,0,60000
10097,LEGO Batman 2: DC Super Heroes,2012,Action,Warner Bros. Interactive Entertainment,PS3,Sony,Console,500000,530000,0,200000,1230000
10098,Littlest Pet Shop: Friends,2009,Simulation,Electronic Arts,Wii,Nintendo,Console,220000,20000,0,20000,260000
10099,Fatal Frame II: Crimson Butterfly,2003,Action,Ubisoft,PS2,Sony,Console,80000,60000,0,20000,160000
10100,So-Ra-No-Wo-To: Otome no Gojuusou,2010,Adventure,Compile Heart,PSP,Sony,HHC,0,0,20000,0,20000
10101,Death Jr. II: Root of Evil,2006,Platform,Konami Digital Entertainment,PSP,Sony,HHC,50000,0,0,0,50000
10102,Test Drive,2002,Racing,Atari,PS2,Sony,Console,950000,210000,10000,180000,1350000
10103,Greg Hastings' Tournament Paintball Max'd,2006,Shooter,Activision,GBA,Nintendo,HHC,20000,10000,0,0,30000
10104,Star Wars The Clone Wars: Republic Heroes,2009,Action,LucasArts,PS2,Sony,Console,170000,10000,0,80000,260000
10105,A Vampyre Story,2008,Adventure,Crimson Cow,PC,PC,PC,0,10000,0,0,10000
10106,Challenge Me: Brain Puzzles 2,2010,Puzzle,O-Games,DS,Nintendo,HHC,50000,40000,0,10000,100000
10107,Bass Pro Shops: The Hunt,2010,Sports,Griffin International,X360,Microsoft,Console,80000,0,0,10000,90000
10108,Roadsters,2000,Racing,Titus,PS,Sony,Console,20000,10000,0,0,30000
10109,Conflict: Desert Storm II - Back to Bagdhad,2004,Shooter,SCi,GC,Nintendo,Console,30000,10000,0,0,40000
10110,Medal of Honor Heroes 2,2007,Shooter,Electronic Arts,PSP,Sony,HHC,500000,390000,20000,250000,1160000
10111,Mobile Suit Gundam: MS Sensen 0079,2007,Simulation,Namco Bandai Games,Wii,Nintendo,Console,0,0,110000,0,110000
10112,"Roswell Conspiracies: Aliens, Myths & Legends",2001,Action,Red Storm Entertainment,PS,Sony,Console,20000,20000,0,0,40000
10113,Tony Hawk's Proving Ground,2007,Sports,Activision,DS,Nintendo,HHC,210000,10000,0,20000,240000
10114,Tak: The Great Juju Challenge,2005,Platform,THQ,DS,Nintendo,HHC,90000,0,0,10000,100000
10115,Bejeweled 3,2010,Puzzle,PopCap Games,DS,Nintendo,HHC,320000,20000,0,30000,370000
10116,Bad Apple Wars,2015,Action,Idea Factory,PSV,Sony,HHC,0,0,30000,0,30000
10117,Golden Axe: Beast Rider,2008,Action,Sega,PS3,Sony,Console,130000,140000,0,60000,330000
10118,Top Spin 4,2011,Sports,Take-Two Interactive,PS3,Sony,Console,170000,400000,0,140000,710000
10119,"Warhammer 40,000: Dawn of War II - Retribution",2011,Strategy,THQ,PC,PC,PC,0,60000,0,20000,80000
10120,Phineas and Ferb: Across the 2nd Dimension,2011,Action,Disney Interactive Studios,PS3,Sony,Console,150000,120000,0,50000,320000
10121,Nodame Cantabile,2007,Misc,Banpresto,PS2,Sony,Console,0,0,10000,0,10000
10122,Eragon,2006,Action,Vivendi Games,X360,Microsoft,Console,120000,10000,0,10000,140000
10123,Guitar Hero Live,2015,Misc,Activision,PS4,Sony,Console,320000,350000,0,130000,800000
10124,Turning Point: Fall of Liberty,2008,Shooter,Codemasters,PS3,Sony,Console,210000,10000,0,20000,240000
10125,Crime Killer,1998,Racing,Interplay,PS,Sony,Console,70000,40000,0,10000,120000
10126,Higurashi no Nakukoru ni Kizuna: Dai-Ichi-Kan - Tatari,2008,Adventure,Alchemist,DS,Nintendo,HHC,0,0,70000,0,70000
10127,Tenshou Gakuen Gekkouroku,2006,Adventure,Asmik Ace Entertainment,PS2,Sony,Console,0,0,40000,0,40000
10128,Operation Flashpoint: Red River,2011,Shooter,Codemasters,PS3,Sony,Console,60000,150000,70000,50000,330000
10129,NPPL: Championship Paintball 2009,2008,Shooter,Activision Value,X360,Microsoft,Console,100000,10000,0,10000,120000
10130,Shinseiki Evangelion: Koutetsu no Girlfriend,1998,Adventure,Sega,SAT,SEGA,Console,0,0,110000,0,110000
10131,Middle-Earth: Shadow of Mordor,2014,Action,Warner Bros. Interactive Entertainment,PS3,Sony,Console,200000,330000,10000,100000,640000
