,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Total_Sales
10208,Rugby 2004,PS2,2003,Sports,Electronic Arts,110000,80000,0,30000,220000
10209,Diary Girl,DS,2008,Misc,Konami Digital Entertainment,10000,0,0,0,10000
10210,Jewel Match,DS,2010,Puzzle,PlayV,50000,120000,0,20000,190000
10211,Story of Seasons: Good Friends of the Three Villages,3DS,2016,Simulation,Marvelous Interactive,0,0,190000,0,190000
10212,Brain Assist,DS,2007,Misc,Sega,120000,0,0,10000,130000
10213,Misshitsu no Sacrifice,PSP,2010,Adventure,D3Publisher,0,0,20000,0,20000
10214,TrackMania Turbo,XOne,2016,Action,Ubisoft,20000,30000,0,0,50000
10215,Maximum Capacity: Hotel Giant,PC,2002,Strategy,JoWood Productions,0,20000,0,0,20000
10216,Luxor: Pharaoh's Challenge,DS,2007,Puzzle,Funsta,0,10000,0,0,10000
10217,Puzzle Guzzle,PSP,2007,Puzzle,DHM Interactive,20000,0,0,0,20000
10218,Lucky Luke,PS,1998,Platform,Ocean,130000,90000,0,20000,240000
10219,Nuclear Strike 64,N64,1999,Simulation,THQ,90000,20000,0,0,110000
10220,Flying Dragon,N64,1997,Fighting,Natsume,80000,20000,0,0,100000
10221,Black/Matrix,SAT,1998,Strategy,NEC Interchannel,0,0,80000,0,80000
10222,New Super Mario Bros. 2,3DS,2012,Platform,Nintendo,3660000,3070000,2470000,630000,9830000
10223,Cabela's Big Game Hunter 2012,X360,2011,Sports,Activision,240000,20000,0,20000,280000
10224,Reader Rabbit Kindergarten,DS,2008,Misc,Nordic Games,250000,0,0,20000,270000
10225,Warriors Orochi,PS2,2007,Action,Tecmo Koei,110000,90000,640000,30000,870000
10226,Harvest Moon: A Wonderful Life Special Edition,PS2,2004,Simulation,505 Games,90000,70000,0,20000,180000
10227,Tony Hawk's Underground 2,XB,2004,Sports,Activision,480000,240000,0,30000,750000
10228,The LEGO Movie Videogame,PSV,2014,Action,Warner Bros. Interactive Entertainment,50000,260000,0,90000,400000
10229,Futurama,PS2,2003,Platform,SCi,40000,30000,0,10000,80000
10230,Shinken de Watashi ni Koi Shinasai! R,PS3,2012,Action,Minato Station,0,0,20000,0,20000
10231,SingStar R&B,PS2,2007,Misc,Sony Computer Entertainment,0,50000,0,600000,650000
10232,Lost Horizon,PC,2010,Adventure,Deep Silver,0,100000,0,20000,120000
10233,Backyard Sports Football: Rookie Rush,X360,2010,Sports,Atari,110000,0,0,10000,120000
10234,Retro Atari Classics,DS,2005,Misc,Atari,120000,0,0,10000,130000
10235,Major League Baseball 2K13,PS3,2013,Sports,Take-Two Interactive,140000,0,0,10000,150000
10236,Madagascar: Escape 2 Africa,Wii,2008,Action,Activision,320000,180000,0,50000,550000
10237,Mega Man & Bass,GBA,2002,Platform,Capcom,160000,60000,0,0,220000
10238,N2O: Nitrous Oxide,PS,1998,Racing,Gremlin Interactive Ltd,90000,60000,0,10000,160000
10239,Manhunt,PS2,2003,Action,Take-Two Interactive,630000,490000,0,160000,1280000
10240,Return to Castle Wolfenstein: Operation Resurrection,PS2,2003,Shooter,Activision,260000,200000,0,70000,530000
10241,Bust-A-Move,3DO,1994,Puzzle,Micro Cabin,0,0,20000,0,20000
10242,Prince of Stride,PSV,2015,Adventure,Kadokawa Games,0,0,20000,0,20000
10243,Burnout Paradise,X360,2008,Racing,Electronic Arts,630000,580000,10000,150000,1370000
10244,LEGO City Undercover,WiiU,2013,Platform,Nintendo,470000,400000,130000,80000,1080000
10245,Kelly Slater's Pro Surfer,PS2,2002,Sports,Activision,160000,130000,0,40000,330000
10246,Journey,PS3,2012,Adventure,Sony Computer Entertainment Europe,40000,150000,0,60000,250000
10247,Unlimited Saga,PS2,2002,Role-Playing,Atari,100000,80000,560000,30000,770000
10248,Outlaw Golf 2,PS2,2004,Sports,Global Star,170000,140000,0,50000,360000
10249,Rayman Arena,GC,2002,Racing,Ubisoft,110000,30000,0,0,140000
10250,Legend of the Dragon,Wii,2007,Fighting,Game Factory,60000,0,0,0,60000
10251,Family Guy,PSP,2006,Action,Take-Two Interactive,180000,0,0,20000,200000
10252,Family Party: 30 Great Games,Wii,2008,Misc,D3Publisher,90000,10000,0,10000,110000
10253,Iron Soldier 3,PS,1999,Simulation,Telegames,10000,10000,0,0,20000
10254,Evolution Worlds,GC,2002,Role-Playing,Ubisoft,60000,20000,0,0,80000
10255,Suite PreCure: Melody Collection,DS,2011,Misc,Namco Bandai Games,0,0,130000,0,130000
10256,Dood's Big Adventure,Wii,2010,Platform,THQ,220000,10000,0,20000,250000
10257,Let's Pilates!,DS,2007,Misc,Konami Digital Entertainment,20000,0,0,0,20000
10258,Disney Sports Football,GBA,2002,Sports,Unknown,10000,10000,0,0,20000
10259,Jikkyou Powerful Pro Yakyuu '96 Kaimakuban,SNES,1996,Sports,Konami Digital Entertainment,0,0,190000,0,190000
10260,Tomb Raider (2013),PS4,2014,Action,Square Enix,470000,640000,60000,250000,1420000
10261,Grand Theft Auto: San Andreas,XB,2005,Action,Take-Two Interactive,1260000,610000,0,90000,1960000
10262,Rez,PS2,2001,Shooter,Sony Computer Entertainment,30000,20000,0,10000,60000
10263,Assassin's Creed Chronicles: China,PS4,2015,Action,Ubisoft,0,30000,0,10000,40000
10264,F1 Championship Season 2000,PS2,2000,Racing,Electronic Arts,60000,50000,30000,20000,160000
10265,Wild ARMs 3,PS2,2002,Role-Playing,Ubisoft,160000,130000,290000,40000,620000
10266,Guilty Gear,PS,1998,Fighting,Virgin Interactive,30000,20000,70000,10000,130000
10267,Pitfall: The Big Adventure,Wii,2008,Adventure,Activision,200000,20000,0,20000,240000
10268,WSC REAL 09: World Snooker Championship,PS3,2009,Sports,Deep Silver,0,10000,0,0,10000
10269,The Walking Dead: Season One,X360,2012,Adventure,Avanquest Software,550000,140000,0,50000,740000
10270,Digimon World: Dawn / Dusk,DS,2007,Role-Playing,Namco Bandai Games,140000,0,180000,10000,330000
10271,Diablo III,PC,2012,Role-Playing,Activision,2430000,2150000,0,620000,5200000
10272,The Dukes of Hazzard II: Daisy Dukes It Out,PS,2000,Racing,SouthPeak Interactive,170000,110000,0,20000,300000
10273,Pure Pinball,XB,2004,Misc,XS Games,30000,10000,0,0,40000
10274,Marvel: Ultimate Alliance,PSP,2006,Role-Playing,Activision,330000,0,0,30000,360000
10275,Smart Girl's Party Game,DS,2008,Misc,505 Games,310000,0,0,20000,330000
10276,Rayman Legends,XOne,2014,Platform,Ubisoft,130000,180000,0,30000,340000
10277,Rally Challenge 2000,N64,1999,Racing,Imagineer,30000,10000,0,0,40000
10278,Odin Sphere: Leifthrasir,PSV,2016,Role-Playing,Nippon Ichi Software,20000,30000,80000,20000,150000
10279,Just Dance 3,X360,2011,Misc,Ubisoft,1470000,400000,0,160000,2030000
10280,Crayon Shin-Chan: Densetsu o Yobu Omake no To Shukkugaan!,GBA,2006,Action,Banpresto,0,0,70000,0,70000
10281,Rise of the Tomb Raider,X360,2015,Adventure,Square Enix,170000,190000,0,30000,390000
10282,From Russia With Love,PS2,2005,Action,Electronic Arts,340000,10000,0,60000,410000
10283,SBK Superbike World Championship,X360,2008,Racing,Black Bean Games,60000,140000,0,10000,210000
10284,The Powerpuff Girls: Chemical X-Traction,N64,2001,Action,BAM! Entertainment,130000,30000,0,0,160000
10285,Resident Evil 3: Nemesis,PS,1999,Action,Eidos Interactive,1300000,770000,1540000,110000,3720000
10286,Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days,PS2,2010,Action,Russel,0,0,20000,0,20000
10287,Dead Man's Hand,XB,2004,Shooter,Atari,90000,20000,0,0,110000
10288,Dance Dance Revolution Ultramix,XB,2003,Simulation,Konami Digital Entertainment,420000,110000,0,20000,550000
10289,Nuclear Strike,PS,1997,Simulation,Electronic Arts,660000,450000,0,80000,1190000
10290,Cabela's Outdoor Adventures (2009),Wii,2009,Sports,Activision Value,290000,0,0,20000,310000
10291,Super Monkey Ball Jr.,GBA,2002,Puzzle,Atari,510000,190000,0,10000,710000
10292,Samurai Warriors,PS2,2004,Action,Electronic Arts,220000,50000,1060000,20000,1350000
10293,FIFA 14,PS4,2013,Sports,Electronic Arts,610000,1850000,110000,330000,2900000
10294,SingStar '80s,PS2,2005,Misc,Sony Computer Entertainment,270000,20000,0,1020000,1310000
10295,The Sims 3,Wii,2010,Simulation,Electronic Arts,610000,730000,0,150000,1490000
10296,Kengo: Legend of The 9,X360,2006,Fighting,Majesco Entertainment,60000,10000,0,10000,80000
10297,Life is Strange,PC,2016,Adventure,Square Enix,10000,30000,0,0,40000
10298,Rogue Galaxy,PS2,2005,Role-Playing,Sony Computer Entertainment,240000,160000,390000,50000,840000
10299,Conflict: Vietnam,PS2,2004,Shooter,SCi,260000,200000,0,70000,530000
10300,"Warhammer 40,000: Dawn of War II - Chaos Rising",PC,2010,Strategy,THQ,80000,10000,0,10000,100000
10301,GRID Autosport,X360,2014,Racing,Codemasters,30000,60000,0,10000,100000
10302,Ojyousama Express,SAT,1998,Strategy,Media Works,0,0,30000,0,30000
10303,Tsuyo Kiss 3 Portable,PSP,2012,Action,NetRevo,0,0,10000,0,10000
10304,Power Poke Dash,GBA,2006,Sports,Konami Digital Entertainment,0,0,30000,0,30000
10305,Major League Baseball 2K9,X360,2009,Sports,Spike,560000,0,0,50000,610000
10306,The Legend of Zelda: A Link to the Past,GBA,2002,Action,Nintendo,1750000,520000,330000,100000,2700000
10307,MLB 14: The Show,PSV,2014,Sports,Sony Computer Entertainment America,110000,0,0,20000,130000
10308,Imagine: Fashion Designer World Tour,DS,2009,Simulation,Ubisoft,270000,0,0,20000,290000
10309,Railroad Tycoon 3,PC,2003,Strategy,Gathering of Developers,0,30000,0,10000,40000
10310,The Binding of Isaac,PC,2012,Action,Unknown,0,30000,0,0,30000
10311,Serious Sam: Next Encounter,GC,2004,Shooter,Global Star,20000,0,0,0,20000
10312,Spartan: Total Warrior,PS2,2005,Action,Sega,110000,90000,0,30000,230000
10313,Heart no Kuni no Alice,PS2,2008,Adventure,Prototype,0,0,10000,0,10000
10314,World of Zoo,DS,2009,Simulation,THQ,430000,200000,0,60000,690000
10315,Beach Spikers: Virtua Beach Volleyball,GC,2002,Sports,Sega,80000,20000,0,0,100000
10316,Killer is Dead,PS3,2013,Action,Deep Silver,120000,40000,50000,20000,230000
10317,Care Bears - Care Quest,GBA,2005,Action,Game Factory,20000,10000,0,0,30000
10318,Derby Stallion III,SNES,1995,Sports,ASCII Entertainment,0,0,1150000,0,1150000
10319,Dissidia 012: Duodecim Final Fantasy,PSP,2011,Fighting,Square Enix,210000,130000,460000,80000,880000
10320,Viva Pinata: Pocket Paradise,DS,2008,Simulation,THQ,270000,230000,0,60000,560000
10321,Buzz! The Mega Quiz,PS2,2007,Misc,Sony Computer Entertainment,320000,60000,0,500000,880000
10322,Mojo!,PS2,2003,Puzzle,Mindscape,70000,50000,0,20000,140000
10323,NCAA Football 09,PSP,2008,Sports,Electronic Arts,210000,0,0,20000,230000
10324,Starsky & Hutch,PS2,2003,Racing,Empire Interactive,450000,350000,0,120000,920000
10325,Ratatouille,GC,2007,Action,THQ,110000,30000,0,0,140000
10326,Singstar: Ultimate Party,PS3,2014,Misc,Sony Computer Entertainment Europe,0,120000,0,20000,140000
10327,Mobile Suit Gundam: Gundam vs. Gundam NEXT PLUS,PSP,2009,Fighting,Namco Bandai Games,0,0,410000,0,410000
10328,Duck Hunt,NES,1984,Shooter,Nintendo,26930000,630000,280000,470000,28310000
10329,Assassin's Creed,PC,2008,Adventure,Ubisoft,10000,830000,0,80000,920000
10330,Cabela's North American Adventures,PS3,2010,Sports,Activision,110000,0,0,10000,120000
10331,Princess in Love,DS,2009,Simulation,DTP Entertainment,70000,0,0,10000,80000
10332,Digimon Story: Cyber Sleuth,PSV,2015,Role-Playing,Namco Bandai Games,0,0,170000,0,170000
10333,I Doll U,PSV,2015,Adventure,Idea Factory,0,0,20000,0,20000
10334,Virtua Pro Football,PS2,2006,Sports,Sega,0,0,20000,0,20000
10335,Mobile Suit Z-Gundam,PS,1997,Action,Namco Bandai Games,0,0,340000,20000,360000
10336,NASCAR 07,PS2,2006,Racing,Electronic Arts,60000,40000,0,10000,110000
10337,FIFA 17,PS3,2016,Sports,Electronic Arts,20000,290000,10000,50000,370000
10338,Mega Man Battle Network,GBA,2001,Role-Playing,Capcom,140000,50000,220000,10000,420000
10339,Burnout Revenge,PS2,2005,Racing,Electronic Arts,750000,30000,0,120000,900000
10340,Bode Miller Alpine Skiing,PS2,2006,Sports,Valcon Games,10000,10000,0,0,20000
10341,WWE SmackDown vs. RAW 2007,PSP,2006,Fighting,THQ,330000,200000,0,140000,670000
10342,TrackMania DS,DS,2008,Racing,Focus Home Interactive,60000,10000,0,10000,80000
10343,Romance of the Three Kingdoms XII,WiiU,2012,Strategy,Tecmo Koei,0,0,20000,0,20000
10344,Deadly Creatures,Wii,2009,Action,THQ,80000,120000,0,30000,230000
10345,The Simpsons Game,PSP,2007,Action,Electronic Arts,240000,550000,0,310000,1100000
10346,MotorStorm: Arctic Edge,PS2,2009,Racing,Sony Computer Entertainment,70000,30000,0,250000,350000
10347,Tsuyo Kiss: Mighty Heart,PS2,2006,Adventure,Princess Soft,0,0,30000,0,30000
10348,Monopoly Party,GC,2002,Misc,Infogrames,100000,30000,0,0,130000
10349,Dying Light,XOne,2015,Action,Warner Bros. Interactive Entertainment,430000,300000,10000,70000,810000
10350,Archer Maclean's 3D Pool,GBA,2003,Misc,Crave Entertainment,50000,20000,0,0,70000
10351,Pro Evolution Soccer 2014,PSP,2013,Action,Konami Digital Entertainment,0,30000,140000,0,170000
10352,Gekikuukan Pro Yakyuu: At the End of the Century 1999,PS2,2000,Sports,SquareSoft,0,0,540000,0,540000
10353,Jikkyou Powerful Pro Yakyuu '97 Kaimakuban,PS,1997,Sports,Konami Digital Entertainment,0,0,560000,40000,600000
10354,New Love Plus,3DS,2012,Simulation,Konami Digital Entertainment,0,0,190000,0,190000
10355,Mystery Case Files: The Malgrave Incident,Wii,2011,Adventure,Nintendo,190000,170000,0,30000,390000
10356,Endless Ocean: Blue World,Wii,2009,Simulation,Nintendo,470000,220000,120000,70000,880000
10357,Broken Sword: Shadow of the Templars - The Director's Cut,Wii,2009,Adventure,Ubisoft,120000,100000,0,20000,240000
10358,Riven: The Sequel to Myst,PC,1997,Adventure,Red Orb,1520000,820000,0,100000,2440000
10359,NBA 07,PS3,2006,Sports,Sony Computer Entertainment,240000,0,10000,20000,270000
10360,SnoCross Championship Racing,PS,1999,Racing,Ubisoft,520000,350000,0,60000,930000
10361,JumpStart: Escape from Adventure Island,Wii,2009,Adventure,Knowledge Adventure,390000,0,0,30000,420000
10362,Shin Megami Tensei NINE,XB,2002,Role-Playing,Atlus,0,0,50000,0,50000
10363,Dynasty Warriors 3,XB,2002,Action,THQ,60000,20000,0,0,80000
10364,Army Men: Air Attack 2,PS,2000,Action,3DO,170000,110000,0,20000,300000
10365,Gun,PS2,2005,Shooter,Activision,980000,40000,0,160000,1180000
10366,Defiance,X360,2013,Shooter,Trion Worlds,380000,150000,0,40000,570000
10367,MTV Music Generator 3: This Is the Remix,PS2,2004,Misc,Codemasters,70000,50000,0,20000,140000
10368,Far Cry 4,PC,2014,Shooter,Ubisoft,150000,420000,0,50000,620000
10369,Kaitou Rousseau,DS,2006,Action,Namco Bandai Games,0,0,10000,0,10000
10370,Outlaw Golf,GC,2002,Sports,TDK Mediactive,60000,20000,0,0,80000
10371,Heart no Kuni no Alice: Wonderful Twin World,PSP,2014,Adventure,Quinrose,0,0,10000,0,10000
10372,Rock Band: Metal Track Pack,X360,2009,Misc,MTV Games,140000,0,0,10000,150000
10373,Backbreaker,X360,2010,Sports,505 Games,170000,0,0,10000,180000
10374,Kirby's Dream Land 2,GB,1995,Platform,Nintendo,690000,140000,1480000,50000,2360000
10375,Arcade Shooting Gallery,Wii,2008,Shooter,Zoo Games,180000,0,0,10000,190000
10376,Major League Baseball 2K10,PSP,2010,Sports,Take-Two Interactive,60000,0,0,0,60000
10377,Crazy Taxi: Fare Wars,PSP,2007,Racing,Sega,100000,220000,20000,120000,460000
10378,Command & Conquer: Red Alert 3,X360,2008,Strategy,Electronic Arts,180000,230000,0,50000,460000
10379,Driver: Parallel Lines,PS2,2006,Racing,Atari,120000,100000,30000,30000,280000
10380,Nicktoons: Unite!,DS,2006,Adventure,THQ,100000,0,0,10000,110000
10381,Tom Clancy's Splinter Cell Trilogy,PS3,2011,Action,Ubisoft,0,100000,0,30000,130000
10382,Golden Nugget Casino DS,DS,2005,Misc,Majesco Entertainment,20000,0,0,0,20000
10383,Catwoman,GC,2004,Action,Electronic Arts,50000,10000,0,0,60000
10384,Monster Jam,DS,2007,Racing,Activision,130000,0,0,10000,140000
10385,Virtua Fighter CG Portrait Series Vol.5: Wolf Hawkfield,SAT,1995,Misc,Sega,0,0,50000,0,50000
10386,Fashion Week Jr. Designer,DS,2009,Simulation,505 Games,40000,0,0,0,40000
10387,Codename: Panzers Phase Two,PC,2005,Strategy,CDV Software Entertainment,0,10000,0,0,10000
10388,EverQuest II: Destiny of Velious,PC,2011,Role-Playing,Sony Online Entertainment,60000,0,0,0,60000
10389,Sora no Otoshimono: DokiDoki Summer Vacation,PSP,2010,Adventure,Kadokawa Shoten,0,0,10000,0,10000
10390,Rugby 08,PS2,2007,Sports,Electronic Arts,20000,10000,0,0,30000
10391,Tokyo Xtreme Racer 3,PS2,2003,Racing,Genki,350000,270000,210000,90000,920000
10392,Payday 2,X360,2013,Shooter,505 Games,330000,210000,0,50000,590000
10393,Tetris Evolution,X360,2007,Puzzle,THQ,80000,20000,0,10000,110000
10394,Pokemon Diamond/Pokemon Pearl,DS,2006,Role-Playing,Nintendo,6420000,4520000,6040000,1370000,18350000
10395,Slayers Royal 2,SAT,1998,Role-Playing,Kadokawa Shoten,0,0,80000,0,80000
10396,TalkMan,PSP,2006,Misc,Sony Computer Entertainment,0,0,20000,0,20000
10397,Ridge Racer Revolution,PS,1995,Racing,Sony Computer Entertainment,170000,120000,710000,70000,1070000
10398,Grisaia no Rakuen: Le Eden de la Grisaia,PSV,2014,Adventure,Prototype,0,0,20000,0,20000
10399,TNN Motor Sports Hardcore 4x4,PS,1996,Racing,ASC Games,730000,500000,0,90000,1320000
10400,The Rub Rabbits!,DS,2005,Puzzle,Sega,30000,0,40000,0,70000
10401,Wipeout 2,X360,2011,Misc,Activision,250000,0,0,20000,270000
10402,LEGO Harry Potter: Years 5-7,DS,2011,Adventure,Warner Bros. Interactive Entertainment,350000,300000,0,70000,720000
10403,We Sing Deutsche Hits,Wii,2011,Misc,Nordic Games,0,310000,0,50000,360000
10404,Beyond Oasis,GEN,1993,Role-Playing,Sega,0,0,50000,0,50000
10405,Tony Hawk's Pro Skater,N64,2000,Sports,Activision,1680000,400000,0,30000,2110000
10406,Major League Baseball 2K7,X360,2007,Sports,Spike,670000,0,0,50000,720000
10407,Hamster Club 3,GBA,2002,Simulation,Jorudan,0,0,350000,10000,360000
10408,The Godfather (US & Others sales),X360,2006,Action,Electronic Arts,200000,20000,0,20000,240000
10409,Donkey Kong,NES,1983,Platform,Nintendo,230000,50000,840000,10000,1130000
10410,Dragon Age II,X360,2011,Action,Electronic Arts,720000,300000,10000,90000,1120000
10411,Retro Game Challenge (US sales),DS,2007,Action,Namco Bandai Games,100000,0,0,0,100000
10412,DOA 2: Dead or Alive 2 Hardcore,PS2,2000,Fighting,Tecmo Koei,0,0,110000,0,110000
10413,The Wild Thornberrys Movie,GBA,2002,Platform,THQ,250000,90000,0,10000,350000
10414,FIFA Soccer 07,GC,2006,Sports,Electronic Arts,140000,40000,0,0,180000
10415,"Hanayaka Kana, Ware ga Ichizoku Twin Pack",PSP,2011,Misc,Idea Factory,0,0,30000,0,30000
10416,Virtua Fighter CG Portrait Series Vol.3: Akira Yuki,SAT,1995,Misc,Sega,0,0,90000,0,90000
10417,Pac-Man World,PS,1998,Action,Namco Bandai Games,1210000,140000,100000,40000,1490000
10418,Sudoku Mania,DS,2006,Puzzle,Zoo Digital Publishing,90000,0,0,10000,100000
10419,Shaman King: Power of Spirit,PS2,2004,Adventure,Konami Digital Entertainment,60000,50000,0,20000,130000
10420,Mahjong 3D: Warriors of the Emperor,3DS,2011,Misc,DTP Entertainment,0,40000,0,10000,50000
10421,Power Rangers: Super Legends,DS,2007,Action,Disney Interactive Studios,80000,30000,0,10000,120000
10422,Tomb Raider (2013),XOne,2014,Action,Square Enix,340000,210000,0,50000,600000
10423,UFC Undisputed 2010,X360,2010,Fighting,THQ,900000,310000,0,110000,1320000
10424,Chou Gekijouban Keroro Gunsou 3: Tenkuu Daibouken de Arimasu!,DS,2008,Action,Namco Bandai Games,0,0,60000,0,60000
10425,Charlie and the Chocolate Factory,PS2,2005,Adventure,Global Star,170000,130000,0,40000,340000
10426,Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku,3DS,2013,Fighting,Arc System Works,0,0,30000,0,30000
10427,Sudoku Ball Detective,Wii,2009,Puzzle,Playlogic Game Factory,20000,10000,0,0,30000
10428,Tony Hawk's Underground 2,PS2,2004,Sports,Activision,1250000,860000,10000,260000,2380000
10429,Cabela's Big Game Hunter (2008),PS2,2007,Sports,Activision Value,100000,80000,0,30000,210000
10430,Resident Evil: Revelations 2,PSV,2015,Action,Capcom,10000,50000,60000,10000,130000
10431,Guitar Hero II,PS2,2006,Misc,RedOctane,3810000,630000,0,680000,5120000
10432,Looney Tunes Racing,PS,2000,Racing,Infogrames,160000,110000,0,20000,290000
10433,Mario & Sonic at the Olympic Winter Games,Wii,2009,Sports,Sega,1890000,1990000,220000,480000,4580000
10434,Star Wars The Clone Wars: Republic Heroes,PS3,2009,Action,LucasArts,190000,190000,0,70000,450000
10435,Kenka Banchou 2: Full Throttle,PS2,2007,Action,Spike,0,0,90000,0,90000
10436,NHL 99,N64,1998,Sports,Electronic Arts,380000,10000,0,0,390000
10437,Aoishiro,PS2,2008,Adventure,Success,0,0,20000,0,20000
10438,Disney's Aladdin in Nasira's Revenge,PS,2000,Action,Sony Computer Entertainment,50000,40000,0,10000,100000
10439,End of Nations,PC,2012,Strategy,Trion Worlds,10000,0,0,0,10000
10440,The Witcher 2: Assassins of Kings,X360,2012,Action,Namco Bandai Games,480000,360000,20000,80000,940000
